,prompt,text,response,model,temperature,seed,true_value
15,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:""Там ніби ще в Таврійську і Донецьку	[PET_BOUNDARY]дискотека[PET_BOUNDARY]""","""Там ніби ще в Таврійську і Донецьку	[PET_BOUNDARY]дискотека[PET_BOUNDARY]""",0,gpt-5-nano,1,2,1
16,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Коли приходиш туди в гості, бородаті фрази про «[PET_BOUNDARY]припудрити носик[PET_BOUNDARY]» залишаються незатребуваними — там котується геть інша словесна пропускова валюта:«Хочу глянути на ратушу».","Коли приходиш туди в гості, бородаті фрази про «[PET_BOUNDARY]припудрити носик[PET_BOUNDARY]» залишаються незатребуваними — там котується геть інша словесна пропускова валюта:«Хочу глянути на ратушу».",1,gpt-5-nano,1,2,1
17,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Навпаки, сьогодні [PET_BOUNDARY]місячні[PET_BOUNDARY] дуже запізнюються: часто, особливо у мешканок великих міст, вперше вони з'являються після 16 років.","Навпаки, сьогодні [PET_BOUNDARY]місячні[PET_BOUNDARY] дуже запізнюються: часто, особливо у мешканок великих міст, вперше вони з'являються після 16 років.",0,gpt-5-nano,1,2,1
18,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:""...спіймали посіпаку Орлова – ка🐐ського ресторатора і ексхазяїна скандально відомої [PET_BOUNDARY]дискотеки[PET_BOUNDARY].. ""","""...спіймали посіпаку Орлова – ка🐐ського ресторатора і ексхазяїна скандально відомої [PET_BOUNDARY]дискотеки[PET_BOUNDARY].. """,0,gpt-5-nano,1,2,0
19,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:""@HWANJ1S це жахливо СПАТИ ПІД ТРИВОГУ. [PET_BOUNDARY]ДИСКОТЕКА[PET_BOUNDARY]""","""@HWANJ1S це жахливо СПАТИ ПІД ТРИВОГУ. [PET_BOUNDARY]ДИСКОТЕКА[PET_BOUNDARY]""",0,gpt-5-nano,1,2,1
20,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:В найглухішому селі людина, якщо не [PET_BOUNDARY]підмаже[PET_BOUNDARY]  елементарної довідки господарського характеру не може взяти. І так - на всіх рівнях влади в державі.","В найглухішому селі людина, якщо не [PET_BOUNDARY]підмаже[PET_BOUNDARY]  елементарної довідки господарського характеру не може взяти. І так - на всіх рівнях влади в державі.",0,gpt-5-nano,1,2,1
21,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Аргументи у тебе бачу [PET_BOUNDARY]на нулі[PET_BOUNDARY]. Але ж що поробиш коли в голові...

","Аргументи у тебе бачу [PET_BOUNDARY]на нулі[PET_BOUNDARY]. Але ж що поробиш коли в голові...

",0,gpt-5-nano,1,2,0
22,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:У рамках поліпшення відносин між ЄС і США ця [PET_BOUNDARY]взаємовигідна угода[PET_BOUNDARY] принесе позитивні результати як американській, так і європейській економіці.","У рамках поліпшення відносин між ЄС і США ця [PET_BOUNDARY]взаємовигідна угода[PET_BOUNDARY] принесе позитивні результати як американській, так і європейській економіці.",0,gpt-5-nano,1,2,0
23,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Йосип розпалив люльку, [PET_BOUNDARY]затягнувся[PET_BOUNDARY] й закашлявся, вдавившись димом, що здався йому задушливо-гидким.","Йосип розпалив люльку, [PET_BOUNDARY]затягнувся[PET_BOUNDARY] й закашлявся, вдавившись димом, що здався йому задушливо-гидким.",0,gpt-5-nano,1,2,1
24,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Москва більш-менш прикрита, тож хочуть прикрити і Санкт-Петербург, і Воронеж, і Курськ, і Ростов-на-Дону, і Новосибірськ – туди ще, здається, ми не [PET_BOUNDARY]долітали[PET_BOUNDARY], це вже перспективи.","Москва більш-менш прикрита, тож хочуть прикрити і Санкт-Петербург, і Воронеж, і Курськ, і Ростов-на-Дону, і Новосибірськ – туди ще, здається, ми не [PET_BOUNDARY]долітали[PET_BOUNDARY], це вже перспективи.",0,gpt-5-nano,1,2,1
25,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:""[PET_BOUNDARY]Мінусуйте[PET_BOUNDARY] цих виродків. Слава нашим хлопцям ❤"".","""[PET_BOUNDARY]Мінусуйте[PET_BOUNDARY] цих виродків. Слава нашим хлопцям ❤"".",0,gpt-5-nano,1,2,1
26,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Україна таки мала впасти за три дні, вже минув ""[PET_BOUNDARY]трьохсотий[PET_BOUNDARY]"", от якби кацапія напала на Францію чи Німеччину.","Україна таки мала впасти за три дні, вже минув ""[PET_BOUNDARY]трьохсотий[PET_BOUNDARY]"", от якби кацапія напала на Францію чи Німеччину.",0,gpt-5-nano,1,2,0
27,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Вставши на ноги й водночас знову [PET_BOUNDARY]зіпсувавши повітря[PET_BOUNDARY],  він вперевалку почав походжати вздовж стіни з одного кінця“ дворику ” до іншого.","Вставши на ноги й водночас знову [PET_BOUNDARY]зіпсувавши повітря[PET_BOUNDARY],  він вперевалку почав походжати вздовж стіни з одного кінця“ дворику ” до іншого.",1,gpt-5-nano,1,2,1
28,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:@Тамара Ковтун тому, що він зобов'язаний [PET_BOUNDARY]відпрацювати[PET_BOUNDARY] вкладені в нього кошти олігархів.","@Тамара Ковтун тому, що він зобов'язаний [PET_BOUNDARY]відпрацювати[PET_BOUNDARY] вкладені в нього кошти олігархів.",0,gpt-5-nano,1,2,0
29,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Корупціонерів [PET_BOUNDARY]мінусуй[PET_BOUNDARY] і буде стабільність 😂😂😂",Корупціонерів [PET_BOUNDARY]мінусуй[PET_BOUNDARY] і буде стабільність 😂😂😂,0,gpt-5-nano,1,2,0
30,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:До речі, серед [PET_BOUNDARY]двохсотих[PET_BOUNDARY] виявився і командир російського танкового полку. Чи можете нагадати перипетії цього бою?","До речі, серед [PET_BOUNDARY]двохсотих[PET_BOUNDARY] виявився і командир російського танкового полку. Чи можете нагадати перипетії цього бою?",0,gpt-5-nano,1,2,1
31,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Може [PET_BOUNDARY]втомилися[PET_BOUNDARY] чи занедужали ???",Може [PET_BOUNDARY]втомилися[PET_BOUNDARY] чи занедужали ???,0,gpt-5-nano,1,2,0
32,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Крім того, вони здійснюють рейди торговельними точками та погрожують ""конфіскувати"" і товар, і гроші, якщо раптом виявлять українську валюту. З початком Нового року у Донецьку росіяни почали збирати інформацію про осіб, які народилися у 2006 році. Вони хочуть поставити 16-річних на військовий облік. ЗСУ вдало [PET_BOUNDARY]відпрацювали[PET_BOUNDARY] у Старобільську на Луганщині. Через це росіяни почали ретельну перевірку мобільних телефонів місцевих. Особливу увагу приділяють людям, у яких є записані номери українських абонентів.","Крім того, вони здійснюють рейди торговельними точками та погрожують ""конфіскувати"" і товар, і гроші, якщо раптом виявлять українську валюту. З початком Нового року у Донецьку росіяни почали збирати інформацію про осіб, які народилися у 2006 році. Вони хочуть поставити 16-річних на військовий облік. ЗСУ вдало [PET_BOUNDARY]відпрацювали[PET_BOUNDARY] у Старобільську на Луганщині. Через це росіяни почали ретельну перевірку мобільних телефонів місцевих. Особливу увагу приділяють людям, у яких є записані номери українських абонентів.",0,gpt-5-nano,1,2,0
33,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Також, їздили на пожежу, бо прилетів так званий «мопед» (ворожий БпЛА «Шахід» – ред.), ліквідувати вночі загоряння.","Також, їздили на пожежу, бо прилетів так званий «мопед» (ворожий БпЛА «Шахід» – ред.), ліквідувати вночі загоряння.",0,gpt-5-nano,1,2,1
34,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:То ж після великого харківського “перегруповання” чергове “зайняття більше вигідних позицій” виглядає як системна проблема для всього російського війська і для колаборантів, які радісно співпрацювали з ворогом у сподіванні проїхатися [PET_BOUNDARY]соціальним ліфтом[PET_BOUNDARY].","То ж після великого харківського “перегруповання” чергове “зайняття більше вигідних позицій” виглядає як системна проблема для всього російського війська і для колаборантів, які радісно співпрацювали з ворогом у сподіванні проїхатися [PET_BOUNDARY]соціальним ліфтом[PET_BOUNDARY].",0,gpt-5-nano,1,2,1
35,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Хотів би розвіяти деякі міфи та [PET_BOUNDARY]інсинуації[PET_BOUNDARY], які прозвучали з боку попередніх доповідачів стосовно торгівлі з неконтрольованими територіями.","Хотів би розвіяти деякі міфи та [PET_BOUNDARY]інсинуації[PET_BOUNDARY], які прозвучали з боку попередніх доповідачів стосовно торгівлі з неконтрольованими територіями.",0,gpt-5-nano,1,2,1
36,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Дуже символічно: ""командир [PET_BOUNDARY]двохсотої[PET_BOUNDARY] бригади став двохсотим"")))","Дуже символічно: ""командир [PET_BOUNDARY]двохсотої[PET_BOUNDARY] бригади став двохсотим"")))",0,gpt-5-nano,1,2,0
37,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Таким чином російські загарбники намагаються [PET_BOUNDARY]дезінформувати[PET_BOUNDARY] місцеве населення, поширюючипропагандистські повідомлення.","Таким чином російські загарбники намагаються [PET_BOUNDARY]дезінформувати[PET_BOUNDARY] місцеве населення, поширюючипропагандистські повідомлення.",0,gpt-5-nano,1,2,1
38,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Російського канібала Дмитра Малишева, якого Путін звільнив із в'язниці на 17 років раніше та відправив на війну з Україною, [PET_BOUNDARY]затрьохсотили[PET_BOUNDARY] ЗСУ.","Російського канібала Дмитра Малишева, якого Путін звільнив із в'язниці на 17 років раніше та відправив на війну з Україною, [PET_BOUNDARY]затрьохсотили[PET_BOUNDARY] ЗСУ.",0,gpt-5-nano,1,2,1
39,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Зокрема, поблизу міста Часів Яр був знищений майже увесь особовий склад російського батальйону. Серед [PET_BOUNDARY]«двохсотих»[PET_BOUNDARY] — командир батальйону капітан Олександр Лапшин.","Зокрема, поблизу міста Часів Яр був знищений майже увесь особовий склад російського батальйону. Серед [PET_BOUNDARY]«двохсотих»[PET_BOUNDARY] — командир батальйону капітан Олександр Лапшин.",1,gpt-5-nano,1,2,1
40,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:""Я і   [PET_BOUNDARY]дискотек[PET_BOUNDARY] не проти. Просто совість потрібно мати і порядок підтримувати""","""Я і   [PET_BOUNDARY]дискотек[PET_BOUNDARY] не проти. Просто совість потрібно мати і порядок підтримувати""",0,gpt-5-nano,1,2,0
41,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Україна має три головні [PET_BOUNDARY]цілі[PET_BOUNDARY] у 2024 році, на яких треба зосередити всі можливі зусилля","Україна має три головні [PET_BOUNDARY]цілі[PET_BOUNDARY] у 2024 році, на яких треба зосередити всі можливі зусилля",0,gpt-5-nano,1,2,0
42,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:“Він був [PET_BOUNDARY]на щиті[PET_BOUNDARY] в усіх новинах після своєї смерті.”",“Він був [PET_BOUNDARY]на щиті[PET_BOUNDARY] в усіх новинах після своєї смерті.”,0,gpt-5-nano,1,2,1
43,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Цікаво скільки Сікорському [PET_BOUNDARY]дала на лапу[PET_BOUNDARY] Москва",Цікаво скільки Сікорському [PET_BOUNDARY]дала на лапу[PET_BOUNDARY] Москва,0,gpt-5-nano,1,2,1
44,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Потрясіння було настільки великим, що сельчани навіть не ворохнулись, коли нанашка Гітлєрка зо страху голосно пукнула, добряче [PET_BOUNDARY]зіпсувавши повітря[PET_BOUNDARY].","Потрясіння було настільки великим, що сельчани навіть не ворохнулись, коли нанашка Гітлєрка зо страху голосно пукнула, добряче [PET_BOUNDARY]зіпсувавши повітря[PET_BOUNDARY].",0,gpt-5-nano,1,2,1
45,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Як племена, які набігами живились, де [PET_BOUNDARY]ціль[PET_BOUNDARY] була погвалтувати, вбити й обікрасти...","Як племена, які набігами живились, де [PET_BOUNDARY]ціль[PET_BOUNDARY] була погвалтувати, вбити й обікрасти...",0,gpt-5-nano,1,2,0
46,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Про це український посадовець заявив в етері телемарафону єдиних новин, 24 канал передає деталі. За даними Генштабу ЗСУ від 1 квітня, ворог готується і планує провести на тимчасово окупованих територіях України псевдореферендуми. Данілов зазначає, що це – класична формула, за якою Росія [PET_BOUNDARY]відпрацювала[PET_BOUNDARY] вже безліч років тому. Вони постійно створюють квазіугрупування через якісь штучні ""референдуми"".","Про це український посадовець заявив в етері телемарафону єдиних новин, 24 канал передає деталі. За даними Генштабу ЗСУ від 1 квітня, ворог готується і планує провести на тимчасово окупованих територіях України псевдореферендуми. Данілов зазначає, що це – класична формула, за якою Росія [PET_BOUNDARY]відпрацювала[PET_BOUNDARY] вже безліч років тому. Вони постійно створюють квазіугрупування через якісь штучні ""референдуми"".",0,gpt-5-nano,1,2,0
47,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Навіть ми знаємо випадки, коли ветеранів свідомо [PET_BOUNDARY]«мінусували»[PET_BOUNDARY] і не запрошували на якісь заходи.","Навіть ми знаємо випадки, коли ветеранів свідомо [PET_BOUNDARY]«мінусували»[PET_BOUNDARY] і не запрошували на якісь заходи.",0,gpt-5-nano,1,2,0
48,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Задумайтесь, будь ласка, про вживання слів ""двохсотий"" і ""[PET_BOUNDARY]трьохсотий[PET_BOUNDARY]"". Це нам не личить, треба відходити від радянських термінів.","Задумайтесь, будь ласка, про вживання слів ""двохсотий"" і ""[PET_BOUNDARY]трьохсотий[PET_BOUNDARY]"". Це нам не личить, треба відходити від радянських термінів.",0,gpt-5-nano,1,2,1
49,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:Сбу- [PET_BOUNDARY]Сімейний Бізнес[PET_BOUNDARY] України. Чужому запхатися практично не реально. Всі або родичі або просто по великому блату.",Сбу- [PET_BOUNDARY]Сімейний Бізнес[PET_BOUNDARY] України. Чужому запхатися практично не реально. Всі або родичі або просто по великому блату.,0,gpt-5-nano,1,2,1
50,"Визнач, чи вираз у дужках [PET_BOUNDARY] у тексті вжито як евфемізм чи ні. Не включай у відповідь вступ або висновок. Лише вкажи число 1, якщо це евфемізм, або 0, якщо ні. Ось текст:У своїх матеріалах він дає максимально негативну оцінку діям української влади, Збройних сил України, принижує та [PET_BOUNDARY]дезінформує[PET_BOUNDARY] проукраїнськи налаштованих громадян тощо","У своїх матеріалах він дає максимально негативну оцінку діям української влади, Збройних сил України, принижує та [PET_BOUNDARY]дезінформує[PET_BOUNDARY] проукраїнськи налаштованих громадян тощо",0,gpt-5-nano,1,2,1
