,ID,TEXT,PET,LABEL,EUPH_STATUS
485,485,以下推荐一组跑步前后必做的经典拉伸动作，每次都要做，不要偷懒省略了。 1.[PET_BOUNDARY]胸部[PET_BOUNDARY]两手放在背后交叉互握，身体向后方伸展，并将胸部挺起。  2.肩背部双手交叉互握，向头顶上方伸直，维持数秒。,胸部,0,sometimes_euph
1841,1841,华为企业BG总裁阎力大与法国PACA大区议会主席克里斯蒂安?埃斯特罗西签署智慧城市合作协议该协议将聚焦创新研发、大学合作、以及智慧城市建设，旨在促进PACA大区尽快完成数字化转型，推动区内企业发展，提升该区域的影响力和吸引力。 PACA大区希望通过该合作项目，[PET_BOUNDARY]调动[PET_BOUNDARY]大区内的合作伙伴一道与华为开展数字化创新，打造全联接大区，丰富大区人民的生活。 华为经过多年在ICT领域的积累和对智慧城市发展的研究，将助力大区构建高效、平衡、可持续发展的智慧大区。,调动,0,sometimes_euph
2322,2322,吉普赛人过着终年流浪的生活，以大篷车为家。 →体现了两个信息：吉普赛人没办法从事种植业、畜牧业等这种传统发展业，所以他们的生存方式很特殊，妓女、舞女、巫婆、乞丐、[PET_BOUNDARY]扒手[PET_BOUNDARY]、人贩子都是他们的常见标签（注意，这里没有强盗，因为吉普赛人特别有手艺，不屑于干这种没有技术含量明抢的事）；吉普赛人出身也不好，也没有固定生存的地方，因此教育水平低，整个民族特别落后，包办买卖这种事现在还有，生活贫穷，犯罪率较高，受到各个国家歧视很正常（犹太人不受欺负了，因为人家以色列建国了！ 硬气了！,扒手,1,always_euph
2309,2309,荷兰裔学者房龙以《宽容》为题将世界历史演绎了一遍，在他看来，衡量文明与进步的尺度就是宽容与自由。 的确，崇尚宽容和思想自由是荷兰的国民个性，这里有许多离经叛道的事情：吸食大麻、[PET_BOUNDARY]性工作者[PET_BOUNDARY]、同性婚姻、安乐死等，统统合法。 但这仅是事情的一半，“依法治国”在荷兰贯彻得非常严格，任何看似不羁的行为都有极为详细的法律依据和限制条款，这里不存在无条件的宽容，更没有随心所欲的自由。,性工作者,1,sometimes_euph
839,839,迪马济奥表示，普兰德利和力帆之间的接触刚刚开始，力帆希望将这位意大利名帅带到中超。 目前，普兰德利还处在[PET_BOUNDARY]待业[PET_BOUNDARY]状态，尽管和他传出绯闻的球队有不少，甚至是比利时国家队下一届主帅的候选，但是据意大利媒体的分析，普兰德利仍然有前往中超淘金的可能性。 目前，中国足球赛场上已经有了费拉拉和卡纳瓦罗两名意大利教练，而普兰德利有望成为第三个。,待业,1,always_euph
2069,2069,他们认为，如果这个人很快另结新欢的那肯定对前一段感情是玩玩性质，对于渣男的新欢，在他们眼里也许只是渣男的感情替补而已，这种渣男朝三暮四，真是不可原谅，别问射手座的人为什么那么清楚渣男的想法，那是因为射手座的人也有过这样的想法和行为。 土象三憋金牛座——相恋过程中不[PET_BOUNDARY]占便宜[PET_BOUNDARY]就不算渣男金牛座的人最怕自己吃亏，特别是金牛座的女人，她们认为在谈恋爱的时候男人为女人买单是天经地义的，如果在恋爱阶段，那些多次问女人借钱，吃饭要女人买单，女友问其还钱的时候经常有借口开溜的，甚至分手后勒索的男人，是渣男中的渣滓。 著名金牛座歌手阿黛尔就遇到过这种渣男前任，这个渣男前任眼红阿黛尔红了起来，便无耻地向她勒索版权费，他说要不是自己伤了阿黛尔的心，阿黛尔就不会有那些杰作，这个杂种真是让阿黛尔瞎了眼。,占便宜,0,sometimes_euph
1651,1651,“阿伟”和“庄哥”是朋友，以前关系就不错。 因为要吸毒、赌博，“阿伟”经济较[PET_BOUNDARY]拮据[PET_BOUNDARY]，看到了“庄哥”来钱快，就请教“庄哥”是怎么赚钱的，“庄哥”毫不隐瞒地告诉“阿伟”方法：冒充10086兑换积分的短信并将木马链接发给被害人，被害人要是点开链接输入信息点确定后就会在他的手机上安装木马，木马会将被害人的短信转到绑定木马的手机上。 这之后，“阿伟”疯狂地盗刷被害人的银行卡，用骗来的钱购买吸食毒品，一直做到被公安机关抓住为止。,拮据,1,always_euph
735,735,作为一项系统工程，地暖和空调一样都隶属大功率电器，并且都有自身的使用寿命，如果使用方法不当，保养方法不好，在使用途中很有可能[PET_BOUNDARY]夭折[PET_BOUNDARY]。 四个注意事项注意一、首次运行通热水步骤1、首先打开分水器供水总环路阀门，将热水温度逐步升高注入管道里循环。,夭折,1,always_euph
1065,1065,现在它们还不敢靠岸，但时不时会飞起来。 ”一位[PET_BOUNDARY]环卫工人[PET_BOUNDARY]介绍。  鸥群会不时飞起来觅食，有的看到游艇还会跟着游艇飞，只是不会太靠近。,环卫工人,1,always_euph
1934,1934,接待旅行社为钜龙旅行社。 事故发生于当日约１３时，该 游览车 在行驶到台湾高速公路２号桃园机场联络道西向约３公里处时，撞上护栏起火，导致车上人员未能及时逃脱，全部[PET_BOUNDARY]遇难[PET_BOUNDARY]。 事发后，桃园消防局出动１３辆各式车辆、３０名消防人员抢救。,遇难,1,always_euph
166,166,3、互刷嫌疑很多淘宝同行在刷单这一条道路上，都会通过一些QQ群、平台之类的进行互刷，这种做法同样很容易引起淘宝的追踪检测，试想，若你一个店的流量都是来自QQ的，并且产生那么高的转化，这怎能不让人怀疑。 4、支付宝打钱很多人完成任务后，都会直接通过支付宝打钱到刷客们或者刷单朋友的账户里，这样做是很愚蠢的，若不想被淘宝检测到，卖家们给刷客返佣金时一定不要用[PET_BOUNDARY]大号[PET_BOUNDARY]，尽量用与大号没有关联的账号去支付。 5、物流单号的普遍性别以为你网上买单号刷的做法很安全，其实，这种做法也是很糟的。,大号,0,sometimes_euph
2678,2678,危险信号：如果宝宝两三岁时只会重复你的话，不知道怎么回答，要带他去看医生。 这可能是他语言[PET_BOUNDARY]发育迟缓[PET_BOUNDARY]的一个早期征兆。,发育迟缓,1,always_euph
757,757,因为据国外科学家研究，儿童乳牙里面的干细胞，比脐带血的干细胞更为“奇特”，因乳牙里面干细胞的多能性最强，与其他干细胞相比，增殖的速度更快。 它具有下面诸多超神奇的作用 可用于再生出身体组织，以替代身体不健康或受损的器官，比如可再生骨骼、再生心脏、再生牙齿； 可再生眼睛组织，以治愈[PET_BOUNDARY]失明[PET_BOUNDARY]； 促进皮肤伤口愈合及再生，治疗烧伤有奇效，延缓衰老； 再生免疫系统，治疗足癣、白癜风、湿疹等； 再生脑细胞，治疗阿尔茨海默症，帕金森症、老年痴呆症等神经系统疾病； 还可以治疗类风湿性关节炎，再生血管，治疗心脏病，还被预测未来可治疗成人白血病…… 据悉，中国首家GMP级口腔干细胞库已成立，具体是将乳牙的干细胞保存在冷冻的液氮中，储存时间能长达30年，未来可用于治疗儿童成长过程中遇到的意外或疾病。 所以对于孩子身体某些遗传性或先天的疾病，储存孩子的乳牙是个不错的选择，比如先天性心脏病、先天性失明等。,失明,1,always_euph
2107,2107,一、总体要求（一）指导思想。 全面贯彻党的十八大和十八届三中、四中、五中全会精神，深入学习领会习近平总书记系列重要讲话精神，认真贯彻落实“四个全面”战略布局和党中央、国务院决策部署，牢固树立创新、协调、绿色、开放、共享的发展理念，推进供给侧结构性改革，坚持公有制主体地位，发挥国有经济主导作用，以优化国有资本配置为中心，着力深化改革，调整结构，加强科技创新，加快转型升级，加大国际化经营力度，提升中央企业发展质量和效益，推动中央企业在市场竞争中不断发展壮大，更好发挥中央企业在保障国民经济持续健康安全[PET_BOUNDARY]发展中[PET_BOUNDARY]的骨干中坚作用。 （二）基本原则。,发展中,0,sometimes_euph
2410,2410,医生点评：八一医院皮肤科主任刘兴无表示，这种说法有待完善。 “亚洲人作为[PET_BOUNDARY]有色人种[PET_BOUNDARY]，长痣的情况是非常常见的。 ”长痣的多少，“如果人刚刚去海边晒了一圈，回来就可能长痣，这是很正常的。,有色人种,1,always_euph
2395,2395,鹰眼：期待女子竞技在电竞圈的良性发展。 6、官方处理IM青训队黑幕、 古[PET_BOUNDARY]月事[PET_BOUNDARY]件后续近日前EPA选手古月在微博上爆料，指出IM青训队搞黑幕，违反了规定使用注册过的职业选手参赛却靠一些手段掩盖了这件事，导致最后IM青训队赢得了比赛，他想为自己的战队讨个公道。 这件事在网上引起了轩然大波，而就在昨日，官方正式发布公告取消了I*战队的成绩。,月事,0,sometimes_euph
1334,1334,春季养生——睡眠的最佳时间午睡最好从13点开始，这时人体感觉已下降，很容易入睡。 晚上则以22点至23点[PET_BOUNDARY]上床[PET_BOUNDARY]为佳，因为人的深睡时间在24点至次日凌晨3点，而人在睡后一个半小时即进入深睡状态。 春季养生——晒太阳的最佳时间上午8时至10时和下午4时至7时，是晒太阳养生的最佳时间。,上床,0,sometimes_euph
344,344,此次包头书博会，带来一大套经典书系《漫画中国思想》、双语版孟子说老子说等国学系列、7本经典解密系列。 ★★★★★正文结束▼记得关注现代君▼一个图书界的老司机给你带路▼点击以下任意关键词查看以前好看的文章神奇猫书| 竹久梦二| 张国荣| 钢琴笔记| 蔡志忠| 媒体江湖| 15年选| 留学真相| 范玮琪| 爱卿朕是为了艺术| 军阀| 苏联红军| 老兵亲述朝战| 一八零师| 雅卡利| 儿童防骗| 熊孩子| 驯狮少年| 编辑的友谊小船| 妈的，我以为《了不起的盖茨比》讲的是比尔盖茨奋斗的故事| 最苦逼的作家| 作家中的硬汉| 莆田系医院名单| 独步日本的鬼才之作| 这么酷的作家，[PET_BOUNDARY]挂了[PET_BOUNDARY]有点尴尬| 决斗死的作家| 这书看完气得我准备打1星| 蒋介石密信全文| 每一页都带闪电的书| 我从来不敢小瞧杨绛| 走自己的路，梦想不会熄灭| 幾米这本新作请至少看五遍！,挂了,0,sometimes_euph
1127,1127,比伯父亲转发儿子裸照赞其[PET_BOUNDARY]私处[PET_BOUNDARY]尺寸,私处,1,always_euph
726,726,”这一席话，让在场的埃及朋友心悦诚服。 到4月中旬，谈判几近[PET_BOUNDARY]夭折[PET_BOUNDARY]。 为“救活”这件事，姚广大使带着刘国民通过拜访副总理图哈米找到了当时的副总统穆巴拉克，做过空军副司令的穆巴拉克仔细看了合同草案，又详细地询问，刘国民一一作答。,夭折,1,always_euph
573,573,也正因为如此，个人所得税更为理想的征收模式应该是推进综合税制，将之与家庭收入挂钩，以家庭为单位进行征收，不要再采用分类计征的模式。 而劳务税必须提高征收起点，达到税赋与收入适配的目标，让灵活就业群体中的高收入者承担多一点的税赋，[PET_BOUNDARY]低收入[PET_BOUNDARY]者可少交一点税，这样不仅可缩小贫富差距，也能让税赋真正成为社会财富相对公平分配的调节器。,低收入,1,always_euph
1854,1854,在接下来的活动中，会同在座经销商一起不断学习、不断进步，把活动越做越受欢迎，把业绩越做越高。 （广大经销商对销售经理报以热烈掌声）销售经理们的身体力行使得大家备受鼓舞，并踊跃签署销量目标书，本次团购会按省划分、PK作战，以团队竞争[PET_BOUNDARY]调动[PET_BOUNDARY]各省积极性，以猛虎之势向前冲，为实现每个团队的目标和期望行动起来。 （PK团队一同上台签署挑战书） （激情的团队闪耀自信的光彩）实惠的价格让利消费者，优惠的政策与补助让利经销商，再结合公司的期许与动员，给了广大经销商朋友们以强劲动力。,调动,0,sometimes_euph
2613,2613,可是强林依然我行我素，天天泡在他爸妈跟前，还把那个智障侄儿弄去残校上学。 我想想心里就[PET_BOUNDARY]不舒服[PET_BOUNDARY]，可一在强林跟前唠，他就说我不懂事儿。 服侍公婆我无话可说，可那一家三口，什么时候是个头？,不舒服,0,sometimes_euph
1828,1828,纯色V领雪纺衫，搭配卡通印花包臀一步裙及尖头高跟鞋，性感又不失时尚。 流苏裙将“束缚”和“[PET_BOUNDARY]解脱[PET_BOUNDARY]”想结合缔造了全新的时髦，如此优雅的叛逆，上身配搭兔绒半高领毛衣，气质立马衬托出来。 松软膨胀的上衣重新塑造身体的线条，在荷叶边的烘托下就如高级定制一般优雅迷人。,解脱,0,sometimes_euph
2984,2984,澳元对美元在0.77附近连续形成上行阻力，直接受到美元走强冲击。 澳洲本国经济来看， 虽然澳联储没有近期再次实行降息的预期，但中国[PET_BOUNDARY]经济放缓[PET_BOUNDARY]与人民币贬值对其出口形成基本面上的压力。 OPEC冻产疑虑再起，原油50美元呈压下滑虽然根据美国能源信息署公布的数据显示，美国原油库存量减少55.3万桶，8周内连续7周下滑，但由于投资者对OPEC是否能够实现有效冻产再起担忧，原油价格昨日呈压下滑。,经济放缓,1,always_euph
2730,2730,由此，云罐也成为《我是歌手》广大粉丝们热捧的明星同款，被粉丝们 戏称为最有范儿明星同款。 独特的罐装机身，[PET_BOUNDARY]圆润[PET_BOUNDARY]、流畅的曲线，再加上颇具高贵神秘味道的陶瓷质感和深空灰、典雅白的产品颜色，摆在电视边上，不说它是什 么，访客可能还以为是一个颇具创意和品质感的装饰品呢！ 家里摆台明星范儿的云罐，逼格瞬间提升，感觉自己也华丽变身大明星了有木有？,圆润,0,sometimes_euph
1045,1045,据悉，失控车辆先撞上路边一个铁箱，之后冲上人行道，钻入路边的绿化带被一颗松树卡住后才停车。 附近[PET_BOUNDARY]环卫工人[PET_BOUNDARY]回忆，事发时，轿车冲上人行道，将一名行人撞伤，伤者已被送往附近医院。 据车主称，行人受了轻伤，事发时正在低头看手机。,环卫工人,1,always_euph
3004,3004,作为清朝统治者在东北实行封禁政策而修建的带有标志性禁区的柳条 边墙，以“杨柳结绳”筑墙，是国内古代建筑史上绝无仅有的，具有鲜明的地域和民族特色，被誉为“关东绿色长城”。  柳条新边遗迹在修筑形式上比较特殊，类似于《长城资源调查工作手册》中墙体中的“红柳加沙”和界壕类型，这种类型应该是继明等十多个朝代修筑的长城后，清政府为了加强统治而修筑的一种适合东北地区、[PET_BOUNDARY]经济适用[PET_BOUNDARY]的防御体系。 首先，柳条边之所以是一条例似长城的防御工程，是因为柳条边不仅修筑了边壕、边墙，还设有边门、边台等设施。,经济适用,1,always_euph
2209,2209,金磨坊后厨未来“金磨坊”，还会打造出豆渣冰淇淋、豆渣甜点等，人均消费在40元。 如果不知道什么好吃什么健康，就来“金磨坊”[PET_BOUNDARY]吃豆腐[PET_BOUNDARY]宴吧，健康养身，好吃还不贵。,吃豆腐,0,sometimes_euph
2708,2708,牛奶中含有维生素A，而米汤和稀饭主要以淀粉为主，它们中含有脂肪氧化酶，会破坏维生素A。 孩子特别是婴幼儿，如果摄取维生素A不足，会使婴幼儿[PET_BOUNDARY]发育迟缓[PET_BOUNDARY]，体弱多病。 所以，即便是为了补充营养，也要将两者分开食用。,发育迟缓,1,always_euph
1044,1044,今（25）日，四川新闻网记者从泸州警方了解到，打人男子已经接受派出所调查，警方将对此事进一步调查处理。 据知情者介绍，7月19日下午4时左右，年过六旬的[PET_BOUNDARY]环卫工人[PET_BOUNDARY]杨大姐在城区慈善路扫街时，看见一男子站在凳子上剔除挡住店铺的树枝。 杨大姐让该男子将树枝丢在垃圾桶里，那想男子不但不听，还恶言相向，说了一句：“丢垃圾桶里，你们环卫工人做什么呢？,环卫工人,1,always_euph
1219,1219,巴西中央银行曾一度预计该国经济2014年全年萎缩0.15%。 因采用新算法，当天公布的经济数据避免了[PET_BOUNDARY]负增长[PET_BOUNDARY]的出现。 去年巴西创造的财富总值为5.52万亿雷亚尔（约合1.71万亿美元），人均国内生产总值为27229雷亚尔（约合8414美元）。,负增长,1,always_euph
1212,1212,“旅游的发展对摩梭人来说是把双刃剑。 ”云南省社科院民族文学所副所长石高峰坦言，现在云南摩梭人为17723多人，相比5年前，出现了1000多人的[PET_BOUNDARY]负增长[PET_BOUNDARY]，这是对摩梭人最大的威胁。 他解释称，大量农民工外出打工，尤其女孩子嫁人后孩子随夫，不再是本民族。,负增长,1,always_euph
450,450,人们都会认为丰满的[PET_BOUNDARY]胸部[PET_BOUNDARY]要比胸小的女性更有魅力，从而女人胸小就会被视为一种不健康的表现，甚至还有不少小胸女人对此感到自卑。 今天要颠覆这个传统的想法，我要告诉大家，女人胸部小的那些好处是胸部丰满的女人所没有的。,胸部,1,sometimes_euph
1567,1567,张某爬起来，继续开车逃到武汉，躲进一家酒店房间，写下遗书割脉自杀。 据警方介绍，因事发深夜，张某的父母都是[PET_BOUNDARY]年迈[PET_BOUNDARY]老人，包括附近村民都没注意到那声枪响，更没想到发生了惨案。,年迈,1,always_euph
3077,3077,办丧事遇到不法中介骗钱怎么办？ 昨天，在清明节到来前，市民政局主动召开媒体见面会，面对各路记者带来的市民关心“死”话题，杜鹏局长全面回应时强调，公益殡葬是深圳的改革方针，生态殡葬是发展方向，带着感情做殡葬是服务内容，有钱没钱都要保证[PET_BOUNDARY]逝者[PET_BOUNDARY]有尊严地离开。 公墓余位10多万个只够用12年目前，深圳每年死亡人数超过1.4万人，去年已逼近1.5万人。,逝者,1,sometimes_euph
2169,2169,晶报讯（记者罗俊杰通讯员邵春晓王晋涛）昨日，记者从深圳市康宁医院了解到，该院儿少精神科在孤独症儿童（又称“星星的孩子”）康复管理中，领先运用与推广“孤独症儿童康复机构一体化管理软件平台”，实现了儿童资料库独立账号管理、康复档案持续监管、康复教师康复教学分级指导、IEP教育目标科学督导等功能……彻底改变了传统的康复服务工作方式，解决了各级各类孤独症及相关[PET_BOUNDARY]发育障碍[PET_BOUNDARY]儿童康复机构的管理难题。 据悉，深圳市儿童孤独症康复工作经过十多年的发展，全市目前已有康复机构50多家，30家通过市残疾人康复中心督导审核，康复服务能力以及康复技术水平均有不同程度的提升，但普遍存在机构管理流程缺乏规范、康复服务行为缺乏监管、康复目标内容的运用缺乏指导、康复质量缺乏合理监控等问题，严重影响孤独症儿童康复服务质量的提升。,发育障碍,1,always_euph
2047,2047,十三岁学评剧，十五、六岁开始任主演。 在[PET_BOUNDARY]十年动乱[PET_BOUNDARY]中，杨淑敏因惨遭迫害而留下残疾，离开评剧舞台后的杨淑敏，在丈夫吴祖光的鼓励下，开始坚持写作、和绘画。  秦怡于1922年1月31日生于上海的一个封建大家庭，自幼就对文艺产生浓厚的兴趣，还在上海就读的时候，秦怡就曾参加话剧《放下你的鞭子》的演出。,十年动乱,1,always_euph
874,874,韩联社7日称，日本政府6日审定通过歪曲和遗漏历史事实的初中教科书。 7日又发表主张独岛主权、歪曲日军[PET_BOUNDARY]慰安妇[PET_BOUNDARY]受害者问题的《外交蓝皮书》，是反复开历史倒车。 中国外交学院国际关系研究所李海东教授对《环球时报》称，美日之间操控是双向的，而不是单向的。,慰安妇,1,always_euph
2434,2434,”司户就把家迁移到襄阳。 一个多月以后，司户染上了风疾，十个月后，裴相国就被投进监狱处了[PET_BOUNDARY]极刑[PET_BOUNDARY]，兄弟子侄都与他一起受戮。 而司户因为患了风疾，住在襄阳，主管官员奏本请求杀掉他。,极刑,1,sometimes_euph
2370,2370,1、偏侧肢体或面部麻木，肢体无力；2、言口齿不清，说话模糊或言语笨拙。 3、记忆力理解力下降等[PET_BOUNDARY]智力障碍[PET_BOUNDARY]；4、单眼或双眼发黑、视力下降；5、饮水呛咳，吞咽困难；6、不明原因的剧烈头痛；7、眩晕，身体失去平衡；8、嗜睡等意识障碍；出现上述症状时，要及时就医，请医生给予正确的诊断和治疗，出现卒中先兆后立即警觉起来，能有效避免中风的发生。 卒中治疗贵在快！,智力障碍,1,always_euph
923,923,精索静脉曲张病情在发展的每个阶段，都有不同的表现症状，只要能认准早期的症状就能及时制止病情发展，病彻底治愈。 精索静脉曲张早期表现症状：1、阴囊坠胀不适出现睾丸疼痛的情况，有些时候在进行[PET_BOUNDARY]房事[PET_BOUNDARY]、长途行走症状加重，平卧休息后症状较轻。 2、睾丸位置变化患上精索静脉曲张后会发现睾丸位置变低，精索粗大，触及静脉团。,房事,1,always_euph
1083,1083,教你美胸魔法微信号：jnmeixiongmf▲长按二维码“识别.”关注简介:权威的美胸宝典，每天跟大家交流如何丰胸美胸，做一个自信的女人！ 教你[PET_BOUNDARY]生理期[PET_BOUNDARY]常识微信号：jnslqcs▲长按二维码“识别.”关注简介:关爱女性健康，有效调理各种月经问题，更有经期饮食美容良方，做你贴心的闺蜜！ 教你美白祛斑微信号：sjyx80▲长按二维码“识别.”关注简介:教你有效美白和祛斑方法，你不再为美丽而苦恼！,生理期,1,always_euph
104,104,(2015年3月20日市政协三届三十三次常委会议通过)任命：卞广新[PET_BOUNDARY]同志[PET_BOUNDARY]为市政协社会和法制委员会主任。,同志,0,sometimes_euph
2452,2452,！ 经历过抗美援朝，经历过炮击金门，经历过中印战争，经历过中苏边境[PET_BOUNDARY]武装冲突[PET_BOUNDARY]，经历过1996年的“台海大风浪”……这一次又一次，其中的任何一次，其风浪都比今天的南海大，中国的综合实力都远比今天小，而中国人民和中国军队都挺了过来。 今天在南海，美国的这点小把戏，正好让全世界再次“欣赏”美国外强中干、鱼质龙文、色厉内荏之本质，除了自讨没趣、自取其辱，其它什么都不是！,武装冲突,1,always_euph
2140,2140,他强调，要通过加强和完善党对国有企业的领导、加强和改进国有企业党的建设，使国有企业成为党和国家最可信赖的依靠力量。 （10月11日新华网）新中国成立以来，国有企业在我国经济[PET_BOUNDARY]发展中[PET_BOUNDARY]具有十分重要的作用。 国有企业的深化改革发展关系到我国经济的竞争力。,发展中,0,sometimes_euph
2637,2637,困惑归类起来大致是这些：1，领导只给任务和压力，从来不给工作方法;我们有进步时领导看不见，有点毛病领导的眼睛比谁都尖，脾气说来就来，神经比谁都敏感;最可恨的是，我们做的成绩常被领导拿去成了领导的功劳。 闹得我们心里很[PET_BOUNDARY]不舒服[PET_BOUNDARY]，经常想给他一拳可是权衡利弊后又不敢……2，工作没少干，可是前途和钱途老是打不开。 有任务时就想到我们，可是有好事时常常和我们没关。,不舒服,0,sometimes_euph
1323,1323,据张红梅介绍，生长激素能促进骨骼、肌肉的发育，晚上8点开始分泌，晚上9点到凌晨1点是分泌高峰期。 对儿童来说，每天10点之前就[PET_BOUNDARY]上床[PET_BOUNDARY]休息，保证9小时的睡眠有助于孩子长个。 “如果孩子在班上的身高长期处于后三位，而且明显比其他孩子矮就要注意了。,上床,0,sometimes_euph
2381,2381,据了解，倪先生在泉州务工十余年，就靠着拉货赚钱，生活十分困难。 由于老家的父母都已经过世，而妻子老家也只剩一个有[PET_BOUNDARY]智力障碍[PET_BOUNDARY]的母亲。  倪先生的朋友说：“我们一直以为他有两个小孩，但是2周岁的儿子也有些智力障碍，他们夫妻俩又再生一个女儿。,智力障碍,1,always_euph
